Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
2329	15	99574494	99575638	1144	2	asm	255.557143	39.560782	0	318.265496	69.245339	237	409	2	122	968	0.002066	0.126033	55.321429	10.819415	0.003663	37	60	0.10348	1.169152	0.005495	0	0	0.003663	0.074068	0	0	0.001832	0.060523	0	0	-0.001832	0.042776	0	0	130.074074	22.274141	0	322.854452	69.025272	242	413	1	42	584	0.001712	0.071918	56.347687	10.215584	0.00319	37	60	0.354067	2.954229	0.015949	0	0	0.004785	0.089243	0	0	0.001595	0.039936	0	0	-0.00319	0.079872	0	0	117.19459	19.790731	0	322.837517	69.956402	241	411	4	58	1514	0.002642	0.038309	55.361675	11.47004	0.003807	29	60	1.095812	6.262538	0.038071	0	0	0.028553	0.207349	0	0	0.01967	0.167882	0	0	-0.008883	0.150924	0	0	1	1	0.000873	7	0.006114	0.453275	0.284716	0	115.974359	16.039128	0	328.067616	65.470319	252	412	2	15	562	0.003559	0.02669	52.115717	14.152607	0.005181	29	60	2.582038	9.683115	0.084629	0	3	0.072539	0.324739	0	0	0.051813	0.270989	0	0	-0.020725	0.234378	0	0	236.14245	30.114964	0	320.496583	68.405454	236	407	3	135	878	0.003417	0.153759	53.387795	12.619447	0.003937	29	60	0.208661	2.529776	0.007874	0	0	0.004921	0.103987	0	0	0.001969	0.044346	0	0	-0.002953	0.113133	0	0
2330	15	101160717	101160809	92	0	asm	259.337143	24.026264	0	343.790066	91.356265	239	467	2	3	1067	0.001874	0.002812	56.469216	9.990611	0.001866	29	60	0.680037	3.556041	0.036381	0	0	0.001866	0.061085	0	0	0.000933	0.030542	0	0	-0.000933	0.030542	0	0	92.258621	54.867163	0.44086	363.497268	84.957189	256	471	0	0	183	0	0	52.546448	13.284163	0	29	60	3.584699	7.633226	0.191257	0	19	0	0	0	0	0.010929	0.104254	0	0	0.010929	0.104254	0	0	92.258621	54.867163	0.44086	363.497268	84.957189	256	471	0	0	183	0	0	52.546448	13.284163	0	29	60	3.584699	7.633226	0.191257	0	19	0	0	0	0	0.010929	0.104254	0	0	0.010929	0.104254	0	0	0	7	0.075269	32	0.344086	0.397849	0	0	92.258621	54.867163	0.44086	363.497268	84.957189	256	471	0	0	183	0	0	52.546448	13.284163	0	29	60	3.584699	7.633226	0.191257	0	19	0	0	0	0	0.010929	0.104254	0	0	0.010929	0.104254	0	0	253.430199	44.817919	0	341.909892	91.064358	228	467	1	1	1021	0.000979	0.000979	55.202346	11.266958	0.000978	29	60	1.406647	5.469434	0.075269	0	0	0.001955	0.044194	0	0	0.001955	0.044194	0	0	0	0.062561	0	0
2331	15	101341487	101342370	883	1	yes	216.214286	10.077768	0	318.509238	75.163101	225	412	7	69	866	0.008083	0.079677	53.753715	12.430844	0.007431	29	60	2.135881	10.00938	0.053079	0	0	0.001062	0.032582	0	0	0.004246	0.079738	0	0	0.003185	0.056373	0	0	113.908832	12.954545	0	321.297345	77.047996	228	419	0	5	565	0	0.00885	56.080702	10.263513	0	29	60	3.482456	12.656495	0.085965	0	1	0.005263	0.07242	0	0	0.003509	0.059183	0	0	-0.001754	0.093724	0	0	114.832768	10.541946	0	323.383966	73.703537	233	417	0	14	1185	0	0.011814	57.437031	8.457248	0	60	60	1.663887	8.894463	0.040867	0	0	0.003336	0.057687	0	0	0.002502	0.049979	0	0	-0.000834	0.064598	0	0	1	0	0	2	0.002262	0.539593	0	0	119.264957	7.308773	0	326.735075	69.711989	237	417	0	9	536	0	0.016791	58.631193	6.207927	0	60	60	0.009174	0.141902	0	0	0	0.001835	0.042835	0	0	0.001835	0.042835	0	0	0	0	0	0	208.216524	20.450326	0	325.887828	68.806687	244	409	7	71	838	0.008353	0.084726	54.643013	11.995457	0.007642	29	60	1.623362	9.216703	0.042576	0	0	0.017467	0.180226	0	0	0.117904	0.32604	0	1	0.100437	0.331843	0	1
2332	15	101453067	101453376	309	1	asm	257.994286	27.6058	0	343.157895	119.569894	236	489	3	6	1102	0.002722	0.005445	53.917192	12.002191	0.0036	29	60	2.191719	9.70187	0.056706	0	0	0.0027	0.051917	0	0	0.018002	0.179187	0	0	0.015302	0.186818	0	0	129.765273	25.580982	0	332.618257	82.608962	249	410	67	93	482	0.139004	0.192946	27.839564	20.942104	0.274143	0	60	3.989097	12.664328	0.105919	0	13	0.02648	0.232164	0	0	0.049844	0.291333	0	0	0.023364	0.302485	0	0	129.765273	25.580982	0	332.618257	82.608962	249	410	67	93	482	0.139004	0.192946	27.839564	20.942104	0.274143	0	60	3.989097	12.664328	0.105919	0	13	0.02648	0.232164	0	0	0.049844	0.291333	0	0	0.023364	0.302485	0	0	1	0	0	0	0	0.583871	0.951613	0	129.765273	25.580982	0	332.618257	82.608962	249	410	67	93	482	0.139004	0.192946	27.839564	20.942104	0.274143	0	60	3.989097	12.664328	0.105919	0	13	0.02648	0.232164	0	0	0.049844	0.291333	0	0	0.023364	0.302485	0	0	216	25.242821	0	357.67297	125.547832	239	575	3	4	899	0.003337	0.004449	52.668874	12.654031	0.001104	29	60	1.557395	8.004661	0.048565	0	0	0.018764	0.195759	0	0	0.013245	0.148067	0	0	-0.005519	0.159323	0	0
2333	15	101900729	101900915	186	1	asm	195.5	18.050828	0	327.552204	78.10658	226	425	1	3	862	0.00116	0.00348	50.628176	16.816805	0.033487	29	60	0.232102	2.689381	0.008083	0	0	0.048499	0.214942	0	0	0.001155	0.033981	0	0	-0.047344	0.217869	0	0	215.18617	43.568158	0	315.78511	81.292814	208	414	4	6	591	0.006768	0.010152	31.995008	26.249603	0.134775	0	60	0.341098	3.440222	0.013311	0	0	0.329451	0.494585	0	1	0.004992	0.09115	0	0	-0.324459	0.472106	-1	0	215.18617	43.568158	0	315.78511	81.292814	208	414	4	6	591	0.006768	0.010152	31.995008	26.249603	0.134775	0	60	0.341098	3.440222	0.013311	0	0	0.329451	0.494585	0	1	0.004992	0.09115	0	0	-0.324459	0.472106	-1	0	2	1	0.005348	2	0.010695	0.657754	0.935829	0	215.18617	43.568158	0	315.78511	81.292814	208	414	4	6	591	0.006768	0.010152	31.995008	26.249603	0.134775	0	60	0.341098	3.440222	0.013311	0	0	0.329451	0.494585	0	1	0.004992	0.09115	0	0	-0.324459	0.472106	-1	0	233.780627	19.691195	0	317.645756	76.272946	226	408	3	5	1084	0.002768	0.004613	51.45696	14.970027	0.011905	29	60	0.049451	0.638893	0.003663	0	0	0.026557	0.160858	0	0	0	0	0	0	-0.026557	0.160858	0	0
2334	15	101901540	101901597	57	0	asm	236.577143	34.365364	0	335.814583	78.92009	243	436	1	3	960	0.001042	0.003125	49.28112	14.873325	0.001037	29	60	3.143154	9.374423	0.125519	0	10	0.223029	0.57919	0	1	0.024896	0.207348	0	0	-0.198133	0.502493	-1	0	36.75	53.161002	0.87931	352.015748	73.230771	260	447	0	0	127	0	0	32.716535	10.506912	0	29	60	20.023622	14.88659	0.795276	0	41	0	0	0	0	0	0	0	0	0	0	0	0	36.75	53.161002	0.87931	352.015748	73.230771	260	447	0	0	127	0	0	32.716535	10.506912	0	29	60	20.023622	14.88659	0.795276	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.172414	5	0.086207	0.396552	0	0	36.75	53.161002	0.87931	352.015748	73.230771	260	447	0	0	127	0	0	32.716535	10.506912	0	29	60	20.023622	14.88659	0.795276	0	41	0	0	0	0	0	0	0	0	0	0	0	0	188.532764	31.058165	0	342.568299	84.908439	239	442	4	6	776	0.005155	0.007732	48.709924	15.282723	0.005089	29	60	3.183206	10.340054	0.100509	0	9	0.003817	0.079717	0	0	0.003817	0.079717	0	0	0	0.050475	0	0
2335	15	101901541	101901597	56	0	asm	236.268571	34.949524	0	335.906806	78.841751	243	436	1	3	955	0.001047	0.003141	49.249218	14.890675	0.001043	29	60	3.159541	9.396096	0.126173	0	10	0.224192	0.580475	0	1	0.025026	0.207881	0	0	-0.199166	0.503598	-1	0	32.368421	50.772051	0.894737	354.104839	72.522026	265	447	0	0	124	0	0	32.306452	10.035042	0	29	60	20.508065	14.730918	0.814516	0	41	0	0	0	0	0	0	0	0	0	0	0	0	32.368421	50.772051	0.894737	354.104839	72.522026	265	447	0	0	124	0	0	32.306452	10.035042	0	29	60	20.508065	14.730918	0.814516	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.175439	5	0.087719	0.385965	0	0	32.368421	50.772051	0.894737	354.104839	72.522026	265	447	0	0	124	0	0	32.306452	10.035042	0	29	60	20.508065	14.730918	0.814516	0	41	0	0	0	0	0	0	0	0	0	0	0	0	188.532764	31.058165	0	342.568299	84.908439	239	442	4	6	776	0.005155	0.007732	48.709924	15.282723	0.005089	29	60	3.183206	10.340054	0.100509	0	9	0.003817	0.079717	0	0	0.003817	0.079717	0	0	0	0.050475	0	0
2336	16	530776	531087	311	1	asm	207.36	29.092612	0	362.015854	140.447283	234	625	17	20	820	0.020732	0.02439	48.074679	16.013838	0.017503	29	60	0.507585	1.984225	0.043174	0	0	0.135356	0.495657	0	0	0.117853	0.836588	0	0	-0.017503	0.820828	0	0	35.808743	39.128859	0.637821	395.61039	135.117838	272	591	4	1	231	0.017316	0.004329	39.686441	14.947681	0	29	60	3.360169	7.314336	0.224576	0	9	0.644068	0.927366	0	2	0.444915	1.563253	0	1	-0.199153	1.642054	-2	0	35.808743	39.128859	0.637821	395.61039	135.117838	272	591	4	1	231	0.017316	0.004329	39.686441	14.947681	0	29	60	3.360169	7.314336	0.224576	0	9	0.644068	0.927366	0	2	0.444915	1.563253	0	1	-0.199153	1.642054	-2	0	0	18	0.057692	3	0.009615	0.5	0.987179	0	35.808743	39.128859	0.637821	395.61039	135.117838	272	591	4	1	231	0.017316	0.004329	39.686441	14.947681	0	29	60	3.360169	7.314336	0.224576	0	9	0.644068	0.927366	0	2	0.444915	1.563253	0	1	-0.199153	1.642054	-2	0	215.264957	33.392572	0	363.528889	134.173879	245	614	0	5	900	0	0.005556	51.962431	12.608148	0	29	60	0.482873	4.315026	0.020994	0	0	0.034254	0.257494	0	0	0.001105	0.033241	0	0	-0.033149	0.259777	0	0
2337	16	2347942	2348182	240	1	asm	184.968571	13.142884	0	386.875309	136.73934	246	599	5	4	810	0.006173	0.004938	57.885226	8.707079	0.006105	60	60	0.242979	2.312041	0.015873	0	0	0.001221	0.034943	0	0	0.025641	0.216839	0	0	0.02442	0.214144	0	0	90.061856	55.216395	0.639004	450.416667	136.057785	267	611	3	1	192	0.015625	0.005208	57.239796	9.805213	0	37	60	0.765306	3.541117	0.061224	0	0	0.010204	0.100756	0	0	0.096939	0.424615	0	0	0.086735	0.438678	0	0	90.061856	55.216395	0.639004	450.416667	136.057785	267	611	3	1	192	0.015625	0.005208	57.239796	9.805213	0	37	60	0.765306	3.541117	0.061224	0	0	0.010204	0.100756	0	0	0.096939	0.424615	0	0	0.086735	0.438678	0	0	0	6	0.024896	11	0.045643	0.647303	0	0	90.061856	55.216395	0.639004	450.416667	136.057785	267	611	3	1	192	0.015625	0.005208	57.239796	9.805213	0	37	60	0.765306	3.541117	0.061224	0	0	0.010204	0.100756	0	0	0.096939	0.424615	0	0	0.086735	0.438678	0	0	169.37037	49.978334	0	399.415698	143.446073	247	609	5	9	688	0.007267	0.013081	56.505698	10.368082	0.007123	37	60	0.301994	2.96532	0.014245	0	0	0.009972	0.135814	0	0	0.004274	0.113228	0	0	-0.005698	0.075323	0	0
2338	16	8066622	8066954	332	1	asm	245.457143	25.078036	0	340.749758	119.22971	231	491	6	11	1031	0.00582	0.010669	52.575382	13.053268	0.008588	29	60	2.096374	10.447635	0.050573	0	0	0.009542	0.204777	0	0	0.003817	0.075605	0	0	-0.005725	0.180114	0	0	114.622754	19.413508	0	335.507092	92.997421	241	423	38	59	564	0.067376	0.10461	29.930408	17.165275	0.15885	0	60	7.157337	17.26424	0.187595	0	31	0.223903	0.839248	0	1	0.033283	0.224512	0	0	-0.19062	0.742622	-1	0	114.622754	19.413508	0	335.507092	92.997421	241	423	38	59	564	0.067376	0.10461	29.930408	17.165275	0.15885	0	60	7.157337	17.26424	0.187595	0	31	0.223903	0.839248	0	1	0.033283	0.224512	0	0	-0.19062	0.742622	-1	0	1	0	0	1	0.003003	0.555556	1	0	114.622754	19.413508	0	335.507092	92.997421	241	423	38	59	564	0.067376	0.10461	29.930408	17.165275	0.15885	0	60	7.157337	17.26424	0.187595	0	31	0.223903	0.839248	0	1	0.033283	0.224512	0	0	-0.19062	0.742622	-1	0	240.692308	18.100258	0	349.380282	119.760353	240	503	4	11	994	0.004024	0.011066	50.839445	13.861202	0.003964	29	60	1.82557	8.493537	0.0555	0	0	0.134787	0.673822	0	0	0.013875	0.147081	0	0	-0.120912	0.600305	0	0
2339	16	10925104	10925638	534	1	asm	227.948571	16.775022	0	321.872043	82.911652	234	407	3	82	930	0.003226	0.088172	55.02069	10.80765	0.000985	37	60	0.649261	4.090343	0.028571	0	0	0.037438	0.321144	0	0	0.068966	0.624273	0	0	0.031527	0.31559	0	0	119.361823	24.62003	0	324.273997	83.924479	237	408	2	13	573	0.00349	0.022688	56.241497	10.272249	0.003401	29	60	1.333333	6.090553	0.056122	0	0	0.062925	0.414128	0	0	0.115646	0.815247	0	0	0.052721	0.411433	0	0	117.085821	23.528787	0	322.896135	84.370054	234	409	3	25	828	0.003623	0.030193	55.005841	11.500876	0.003505	29	60	2.490654	9.293645	0.08528	0	1	0.049065	0.361833	0	0	0.081776	0.680794	0	0	0.03271	0.347226	0	0	1	0	0	6	0.011215	0.499065	0.590654	0	115.34188	15.512481	0	318.547872	77.898688	230	411	3	13	564	0.005319	0.02305	55.775862	10.769437	0.003448	29	60	2.358621	9.601508	0.07069	0	0	0.012069	0.149354	0	0	0.003448	0.083045	0	0	-0.008621	0.092526	0	0	236.182336	19.338365	0	320.307286	87.25265	223	411	6	79	947	0.006336	0.083421	53.405039	12.616353	0.004845	29	60	1.495155	7.590513	0.044574	0	0	0.027132	0.227243	0	0	0.018411	0.203391	0	0	-0.008721	0.142452	0	0
2340	16	11683733	11685294	1561	2	asm	230.225714	39.895751	0	324.7079	71.147667	236	407	31	80	962	0.032225	0.08316	48.198509	16.244537	0.027959	29	60	1.54986	6.337049	0.063374	0	1	0.084809	0.365594	0	0	0.237651	0.494747	0	1	0.152842	0.4601	0	1	124.846154	22.064043	0	329.80402	68.998445	254	417	10	21	597	0.01675	0.035176	52.103503	13.913969	0.006369	29	60	1.55414	7.802911	0.046178	0	0	0.078025	0.372878	0	0	0.164013	0.426601	0	1	0.085987	0.409918	0	1	126.390915	19.204209	0	325.444862	72.820753	242	412	12	27	2131	0.005631	0.01267	56.023963	10.599085	0.002765	29	60	1.152074	7.692146	0.02765	0	0	0.032719	0.280516	0	0	0.064055	0.291335	0	0	0.031336	0.333934	0	0	1	0	0	8	0.005122	0.411012	0.84507	0	118.877493	12.153275	0	326.532228	70.72773	244	411	1	5	543	0.001842	0.009208	57.209472	9.03005	0.001821	60	60	0.513661	4.393332	0.018215	0	0	0.032787	0.360985	0	0	0.007286	0.104383	0	0	-0.025501	0.37153	0	0	223.222222	21.526905	0	318.893362	75.010933	225	408	1	55	919	0.001088	0.059848	52.068718	13.336522	0.001026	29	60	0.553846	3.291911	0.028718	0	0	0.004103	0.063953	0	0	0.304615	1.060069	0	0	0.300513	1.059304	0	0
2341	16	13294465	13296494	2029	2	yes	197.151429	25.942021	0	314.83229	74.184113	219	407	6	66	799	0.007509	0.082603	52.793341	12.998798	0.005741	29	60	1.93915	9.478213	0.056257	0	0	0.01837	0.253041	0	0	0.3031	1.491733	0	0	0.28473	1.500723	0	0	116.868946	13.566342	0	324.025974	76.819075	230	419	2	9	539	0.003711	0.016698	56.809091	9.672502	0.003636	37	60	2.750909	12.012203	0.061818	0	0	0.005455	0.07372	0	0	0	0	0	0	-0.005455	0.07372	0	0	118.738552	14.600226	0	318.400869	75.277603	224	408	5	14	2532	0.001975	0.005529	58.426499	7.023657	0.00196	60	60	0.740102	6.138362	0.018032	0	0	0.005096	0.086168	0	0	0.006272	0.100781	0	0	0.001176	0.071391	0	0	1	1	0.000493	1	0.000493	0.43202	0.396059	0	111.552707	16.769426	0	313.752941	76.460667	214	397	0	2	510	0	0.003922	59.365234	4.311887	0	60	60	0.005859	0.076397	0	0	0	0.005859	0.098744	0	0	0.005859	0.132583	0	0	0	0.062561	0	0	257.230769	30.584791	0	309.759443	72.507744	217	396	24	85	1006	0.023857	0.084493	53.78565	13.327115	0.021525	29	60	1.89148	9.37489	0.050224	0	0	0.005381	0.084572	0	0	0.001794	0.042333	0	0	-0.003587	0.073302	0	0
2342	16	13944336	13944439	103	1	asm	227.228571	38.420599	0	347.656716	88.597657	246	475	2	1	938	0.002132	0.001066	52.233794	13.46329	0.001063	29	60	2.616366	9.599341	0.088204	0	1	0.029756	0.350026	0	0	0.005313	0.097705	0	0	-0.024442	0.316963	0	0	7.057143	19.541724	0.961538	365.489362	92.5738	239	486	0	0	94	0	0	32.62766	10.018246	0	29	60	24.968085	18.72291	0.840426	0	54	0.234043	1.041355	0	0	0.042553	0.290157	0	0	-0.191489	0.942162	0	0	7.057143	19.541724	0.961538	365.489362	92.5738	239	486	0	0	94	0	0	32.62766	10.018246	0	29	60	24.968085	18.72291	0.840426	0	54	0.234043	1.041355	0	0	0.042553	0.290157	0	0	-0.191489	0.942162	0	0	0	12	0.115385	11	0.105769	0.259615	0.009615	0	7.057143	19.541724	0.961538	365.489362	92.5738	239	486	0	0	94	0	0	32.62766	10.018246	0	29	60	24.968085	18.72291	0.840426	0	54	0.234043	1.041355	0	0	0.042553	0.290157	0	0	-0.191489	0.942162	0	0	240.250712	34.524771	0	346.990844	90.012304	235	472	3	3	983	0.003052	0.003052	48.051567	14.662408	0.003033	29	60	3.300303	11.352282	0.111223	0	8	0.011122	0.158681	0	0	0.008089	0.142047	0	0	-0.003033	0.071074	0	0
2343	16	14075622	14075741	119	1	asm	217.697143	20.146448	0	341.292896	86.51598	241	450	1	2	915	0.001093	0.002186	54.852941	11.680831	0.001089	29	60	1.538126	6.958999	0.055556	0	0	0.007625	0.127669	0	0	0.005447	0.118941	0	0	-0.002179	0.046651	0	0	118.702479	9.092712	0	333.801948	84.7457	230	436	0	1	308	0	0.003247	53.708738	12.503998	0	29	60	4.446602	11.382427	0.161812	0	21	0	0	0	0	0	0	0	0	0	0	0	0	118.702479	9.092712	0	333.801948	84.7457	230	436	0	1	308	0	0.003247	53.708738	12.503998	0	29	60	4.446602	11.382427	0.161812	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.475	0	0	118.702479	9.092712	0	333.801948	84.7457	230	436	0	1	308	0	0.003247	53.708738	12.503998	0	29	60	4.446602	11.382427	0.161812	0	21	0	0	0	0	0	0	0	0	0	0	0	0	244.418803	21.790262	0	332.061964	88.483054	230	443	6	8	1049	0.00572	0.007626	54.535278	12.72557	0.008467	29	60	1.729069	7.609958	0.058325	0	0	0.004704	0.081051	0	0	0	0	0	0	-0.004704	0.081051	0	0
2344	16	16793310	16795329	2019	2	yes	273.694286	18.56054	0	313.695985	65.156634	236	395	128	95	1046	0.122371	0.090822	6.267139	12.500045	0.789598	0	29	0	0	0	0	0	0.001576	0.039684	0	0	0	0	0	0	-0.001576	0.039684	0	0	282.535613	26.764438	0	310.918019	69.469141	222	395	14	14	1232	0.011364	0.011364	27.62381	18.083244	0.23254	0	47	0.022222	0.453893	0.001587	0	0	0.006349	0.097422	0	0	0.175397	0.811082	0	0	0.169048	0.816331	0	0	242.54379	28.484957	0	316.9996	69.097461	234	401	82	90	5006	0.01638	0.017978	23.321553	20.501693	0.3455	0	60	0.138857	2.453003	0.003669	0	0	0.006952	0.107431	0	0	0.053689	0.42363	0	0	0.046736	0.422171	0	0	2	0	0	2	0.00099	0.403465	0.282673	0.019307	230.817664	18.159636	0	316.564646	70.88979	227	404	24	15	990	0.024242	0.015152	8.065112	11.569728	0.639456	0	23	0.532556	5.18192	0.012634	0	0	0.005831	0.076174	0	0	0.005831	0.098456	0	0	0	0.076397	0	0	315.344729	52.600089	0	310.032314	71.595649	226	396	172	185	1145	0.150218	0.161572	23.023968	19.310692	0.290945	0	60	0.231025	3.066967	0.005326	0	0	0.021971	0.213275	0	0	0.056591	0.260924	0	0	0.034621	0.239642	0	0
2345	16	16934363	16940414	6051	2	asm	229.605714	25.137421	0	315.04023	74.12776	215	407	3	86	870	0.003448	0.098851	46.437956	14.751599	0.006257	29	60	1.592284	8.129406	0.049009	0	0	0.736184	3.272944	0	0	0.111575	0.340486	0	1	-0.624609	3.270489	0	0	177.356125	54.071711	0	317.57973	71.41622	225	408	96	191	740	0.12973	0.258108	9.236611	16.608011	0.739046	0	29	1.639727	8.533085	0.042843	0	0	0.251217	1.528541	0	0	0.058423	0.269457	0	0	-0.192795	1.474219	0	0	209.404262	51.12915	0	314.8915	68.3803	228	398	283	538	12212	0.023174	0.044055	1.667229	7.554172	0.921814	0	0	0.130592	2.435978	0.003453	0	0	0.02018	0.434798	0	0	0.004757	0.079181	0	0	-0.015422	0.417899	0	0	2	2	0.00033	8	0.001322	0.421844	0.994712	0	143.809117	35.610761	0	325.201613	64.480925	247	407	28	53	620	0.045161	0.085484	13.477889	19.250414	0.636234	0	37	0.019971	0.341677	0.001427	0	0	0.001427	0.037769	0	0	0.002853	0.075539	0	0	0.001427	0.084503	0	0	239.501425	21.125864	0	316.278075	73.99204	228	405	22	103	935	0.023529	0.11016	50.170755	14.749917	0.027358	29	60	2.061321	10.698769	0.04434	0	0	0.00283	0.068654	0	0	0.001887	0.06143	0	0	-0.000943	0.030715	0	0
2346	16	17226338	17226393	55	0	asm	199.711429	17.941153	0	334.114548	85.522695	233	445	2	2	873	0.002291	0.002291	55.297605	11.185205	0.00114	29	60	0.893957	4.392441	0.052452	0	0	0.013683	0.164954	0	0	0.006842	0.106624	0	0	-0.006842	0.095318	0	0	109.684211	30.090434	0	359.437126	87.368321	255	479	0	0	167	0	0	50.634731	15.00978	0	29	60	3.682635	7.185234	0.251497	0	15	0.02994	0.170935	0	0	0	0	0	0	-0.02994	0.170935	0	0	109.684211	30.090434	0	359.437126	87.368321	255	479	0	0	167	0	0	50.634731	15.00978	0	29	60	3.682635	7.185234	0.251497	0	15	0.02994	0.170935	0	0	0	0	0	0	-0.02994	0.170935	0	0	1	0	0	9	0.160714	0.464286	0	0	109.684211	30.090434	0	359.437126	87.368321	255	479	0	0	167	0	0	50.634731	15.00978	0	29	60	3.682635	7.185234	0.251497	0	15	0.02994	0.170935	0	0	0	0	0	0	-0.02994	0.170935	0	0	197.518519	42.942873	0	339.949015	81.399902	236	444	3	3	863	0.003476	0.003476	54.203682	12.47952	0.003452	29	60	1.56847	5.441898	0.098964	0	5	0.008055	0.08944	0	0	0.003452	0.075818	0	0	-0.004603	0.117489	0	0
2347	16	18832524	18838376	5852	2	asm	263.225714	15.751579	0	305.731061	73.815523	216	394	3	84	1056	0.002841	0.079545	50.920385	13.302547	0.000875	29	60	2.193351	10.767169	0.053368	0	0	0.046369	0.348304	0	0	0.020997	0.160712	0	0	-0.025372	0.251552	0	0	133.390313	31.649759	0	305.596091	75.222062	212	395	68	111	614	0.110749	0.180782	15.069357	20.133682	0.601513	0	37	3.368222	13.023118	0.08575	0	1	0.063052	0.409557	0	0	0.031526	0.213827	0	0	-0.031526	0.310205	0	0	185.654083	40.519517	0	313.692979	70.739787	224	398	212	424	10540	0.020114	0.040228	2.194613	8.672741	0.902559	0	0	0.2449	3.585213	0.006353	0	0	0.005458	0.116114	0	0	0.002595	0.061977	0	0	-0.002863	0.09167	0	0	1	0	0	10	0.001709	0.413634	0.991116	0.005809	128.638177	20.502895	0	313.708861	68.25817	234	395	13	16	553	0.023508	0.028933	14.57732	19.769238	0.544674	0	40	0.09622	1.273733	0.003436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.737892	21.293452	0	313.405548	68.742277	227	394	8	93	757	0.010568	0.122853	51.240093	13.106179	0.008159	29	60	1.917249	9.835824	0.043124	0	0	0.002331	0.068279	0	0	0	0	0	0	-0.002331	0.068279	0	0
