"ILL250","Moleculo","PacBio","PlatGen","Combined","1orMore","2orMore","3orMore","4orMore","SET"
0.8682,0.7801,0.5993,0.5065,0.7762,0.6661,0.8057,0.8382,0.8799,2
0.9983,0.9115,0.9705,0.9922,0.9974,0.9827,0.9974,0.9957,0.9965,2
0.4883,0.4805,0.2602,0.0317,0.196,0.1544,0.1752,0.1778,0.2051,2
0.9337,0.0317,0.7047,0.9788,0.9566,0.8864,0.9324,0.8582,0.3825,2
0.4115,0.5655,0.6409,0.059,0.3231,0.3231,0.3426,0.3677,0.379,2
0.8408,0.222,0.8873,0.3742,0.7346,0.8062,0.7233,0.6592,0.6019,2
0.3356,0.4345,0.918,0.2493,0.5273,0.7116,0.4384,0.4458,0.5637,2
0.7762,0.1236,0.1405,0.1002,0.2684,0.216,0.0867,0.1049,0.1214,2
0.6847,0.9063,0.1245,0.4727,0.7728,0.6062,0.608,0.6327,0.5451,2
0.7303,0.0022,0.6761,0.2806,0.369,0.4159,0.3751,0.3296,0.0763,2
0.5334,0.7129,0.4801,0.7836,0.634,0.582,0.6943,0.7641,0.8244,2
0.4666,0.4098,0.6045,0.935,0.8036,0.7632,0.7056,0.7051,0.7467,2
0.8456,0.392,0.1171,0.7663,0.5854,0.4957,0.6717,0.5499,0.4931,2
0.7949,0.2342,0.2897,0.905,0.7693,0.6062,0.7346,0.5854,0.5646,2
0.6301,0.1353,0.2047,0.4601,0.1808,0.18,0.2502,0.2702,0.2918,2
0.9284,0.9046,0.7693,0.9141,0.9367,0.8912,0.9471,0.9683,0.974,2
0.856,0.8027,0.3964,0.9662,0.9293,0.8235,0.9029,0.9237,0.8951,2
0.8239,0.9662,0.8777,0.7307,0.9271,0.9588,0.9549,0.9397,0.9644,2
0.784,0.6834,0.7424,0.4558,0.7056,0.7047,0.7524,0.8096,0.8686,2
0.9688,0.9662,0.6444,0.7415,0.9579,0.9428,0.9584,0.9523,0.9445,2
0.9597,0.9731,0.9133,0.9883,0.9866,0.9926,0.9887,0.9905,0.9939,2
0.376,0.7567,0.5833,0.5555,0.5117,0.5221,0.5837,0.6453,0.7771,2
0.0325,0.8335,0.2879,0.0234,0.1895,0.3092,0.098,0.0356,0.0538,2
0.7567,0.9558,0.3625,0.3573,0.879,0.7962,0.7407,0.6891,0.7593,2
0.5755,0.2203,0.5095,0.4258,0.3738,0.2671,0.3461,0.4462,0.4701,2
0.2944,0.4575,0.2064,0.7559,0.3335,0.3283,0.3543,0.3868,0.4523,2
0.2307,0.8751,0.1188,0.1674,0.4579,0.3803,0.1661,0.196,0.3101,2
0.3404,0.6093,0.2173,0.6127,0.3369,0.2823,0.3773,0.4436,0.5373,2
0.1435,0.3582,0.1761,0.0013,0.0165,0.0252,0.023,0.033,0.0538,2
0.2485,0.8387,0.0121,0.0347,0.222,0.2771,0.0798,0.0399,0.033,2
0.7016,0.0403,0.8153,0.7572,0.6288,0.7394,0.6774,0.7441,0.3595,2
0.5464,0.83,0.1223,0.9488,0.8591,0.7775,0.801,0.748,0.5893,2
0.6795,0.7719,0.7944,0.3716,0.7016,0.699,0.7502,0.7962,0.8426,2
0.0234,0.595,0.9805,0.912,0.8187,0.9588,0.9029,0.7814,0.2918,2
0.3699,0.232,0.9297,0.5208,0.5776,0.7507,0.4857,0.5412,0.5494,2
0.0139,0.2823,0.6466,0.379,0.0919,0.2095,0.1982,0.1639,0.0971,2
0.5356,0.2112,0.7641,0.5958,0.4974,0.5156,0.5243,0.6214,0.5711,2
0.9853,0.8118,0.6526,0.9944,0.9909,0.9631,0.9844,0.9718,0.9566,2
0.6262,0.6713,0.1028,0.8304,0.6219,0.5004,0.6444,0.6882,0.5208,2
0.6457,0.0017,0.0304,0.0807,0.0624,0.0781,0.01,0.0108,0.033,2
0.4683,0.7767,0.3395,0.7042,0.5668,0.5074,0.6049,0.6817,0.748,2
0.7862,0.5941,0.0022,0.124,0.3196,0.3092,0.3278,0.1626,0.033,2
0.6253,0.6453,0.9501,0.7593,0.8053,0.9133,0.8339,0.876,0.9293,2
0.5304,0.673,0.2806,0.6882,0.5074,0.4124,0.5447,0.6461,0.6912,2
0.0971,0.4063,0.3634,0.0694,0.0629,0.072,0.0759,0.0841,0.1639,2
0.9449,0.4965,0.1041,0.8187,0.8348,0.7164,0.8075,0.6882,0.5191,2
0.4449,0.6223,0.1765,0.572,0.3647,0.2784,0.3868,0.4796,0.5451,2
0.4102,0.6162,0.3482,0.6357,0.4258,0.3573,0.4653,0.5529,0.6774,2
0.0377,0.0807,0.4419,0.0698,0.0117,0.0239,0.0121,0.0117,0.0538,2
0.1882,0.3773,0.2667,0.0143,0.0577,0.0503,0.0564,0.0594,0.111,2
0.5056,0.2762,0.2272,0.6661,0.3478,0.2459,0.35,0.392,0.4415,2
0.5256,0.8244,0.0104,0.7723,0.5815,0.523,0.6127,0.6496,0.1535,2
0.667,0.9358,0.8708,0.9332,0.9341,0.9276,0.9527,0.9506,0.9623,2
0.8799,0.8148,0.6518,0.9653,0.9406,0.8634,0.9232,0.9475,0.951,2
0.418,0.0065,0.856,0.327,0.3534,0.464,0.2723,0.3313,0.0763,2
0.1006,0.2537,0.1552,0.039,0.0143,0.0104,0.0113,0.023,0.0538,2
0.8526,0.4571,0.5572,0.9033,0.7511,0.7368,0.8513,0.8452,0.8569,2
0.1253,0.4714,0.333,0.6375,0.2225,0.258,0.2918,0.3179,0.379,2
0.4996,0.1856,0.6722,0.8899,0.6297,0.6969,0.66,0.6444,0.5598,2
0.1865,0.18,0.2151,0.4124,0.0945,0.0642,0.0945,0.134,0.1899,2
0.928,0.1778,0.0269,0.9176,0.8422,0.6808,0.8408,0.3283,0.1756,2
0.3855,0.6219,0.7389,0.7441,0.5937,0.6513,0.6925,0.7428,0.82,2
0.6032,0.1765,0.752,0.2251,0.4206,0.4206,0.3825,0.3886,0.379,2
0.683,0.3343,0.4423,0.7467,0.4857,0.4944,0.598,0.6327,0.6843,2
0.0551,0.2984,0.0724,0.4718,0.0425,0.0707,0.0646,0.0512,0.0538,2
0.3296,0.7051,0.4744,0.3617,0.3742,0.3482,0.3968,0.4692,0.6292,2
0.2702,0.2645,0.8209,0.0646,0.2689,0.3521,0.2042,0.1821,0.2329,2
0.8361,0.6336,0.7788,0.33,0.732,0.7233,0.7585,0.7936,0.7992,2
0.1951,0.8812,0.3088,0.0095,0.4441,0.4254,0.1895,0.137,0.1427,2
0.7056,0.9297,0.003,0.8526,0.8309,0.7728,0.7836,0.8395,0.0538,2
0.8751,0.1934,0.7754,0.9419,0.8322,0.8474,0.8955,0.8859,0.7489,2
0.6154,0.1578,0.2507,0.1583,0.2229,0.1401,0.1344,0.1696,0.2051,2
0.7294,0.8851,0.5199,0.4831,0.7966,0.6843,0.7589,0.7901,0.8495,2
0.6713,0.0225,0.2745,0.4419,0.2741,0.1943,0.242,0.2437,0.1427,2
0.4232,0.147,0.8521,0.2684,0.412,0.4801,0.3196,0.3677,0.353,2
0.4024,0.268,0.5642,0.9302,0.719,0.7164,0.6028,0.5807,0.5915,2
0.1873,0.1943,0.281,0.1795,0.072,0.0343,0.0659,0.0963,0.1834,2
0.1696,0.7819,0.0924,0.0056,0.1158,0.2082,0.0559,0.046,0.0763,2
0.6101,0.5854,0.7836,0.4202,0.6041,0.6249,0.634,0.7134,0.7988,2
0.6318,0.8326,0.15,0.8894,0.7806,0.6808,0.7797,0.7971,0.6522,2
0.1383,0.0997,0.3083,0.6765,0.1392,0.1778,0.1453,0.1466,0.1756,2
0.6696,0.1366,0.5637,0.4306,0.4115,0.3422,0.3925,0.4558,0.418,2
0.1652,0.4688,0.8955,0.023,0.3521,0.5772,0.2914,0.1717,0.1756,2
0.3985,0.5499,0.137,0.2476,0.2021,0.1461,0.1865,0.2676,0.3703,2
0.0997,0.9393,0.0026,0.8036,0.7554,0.729,0.6401,0.1843,0.033,2
0.4189,0.5703,0.7927,0.4614,0.5225,0.5672,0.5603,0.6301,0.7645,3
0.0173,0.8582,0.882,0.6665,0.6869,0.8278,0.8118,0.7663,0.2845,3
0.0217,0.1466,0.6019,0.3144,0.0603,0.1401,0.1093,0.0733,0.0763,3
0.5928,0.1821,0.3738,0.758,0.4666,0.3881,0.4696,0.4792,0.4853,3
0.6678,0.2771,0.134,0.2342,0.2741,0.1778,0.1808,0.2064,0.3005,3
0.2029,0.8283,0.4579,0.3899,0.4636,0.4579,0.4254,0.4367,0.5611,3
0.1136,0.9016,0.4974,0.3361,0.6327,0.588,0.4284,0.3899,0.4779,3
0.8148,0.3664,0.8226,0.4614,0.6613,0.7507,0.7077,0.748,0.7533,3
0.0265,0.1787,0.5906,0.5681,0.1127,0.2376,0.2238,0.1505,0.1427,3
0.6318,0.9887,0.412,0.8148,0.9328,0.9631,0.8647,0.863,0.8716,3
0.5182,0.7923,0.6609,0.3391,0.5889,0.5694,0.6184,0.6644,0.7671,3
0.6873,0.3452,0.5698,0.7428,0.5963,0.5559,0.6466,0.7016,0.7467,3
0.7372,0.4792,0.0299,0.8526,0.6245,0.5004,0.6379,0.5971,0.2628,3
0.4814,0.5885,0.5989,0.6422,0.5221,0.5126,0.5906,0.6739,0.7923,3
0.2255,0.6062,0.4237,0.4319,0.2849,0.2619,0.3317,0.3998,0.5256,3
0.9363,0.4683,0.5239,0.7277,0.8248,0.7324,0.8226,0.8053,0.8222,3
0.9367,0.6648,0.4367,0.882,0.8699,0.7632,0.8981,0.8942,0.8807,3
0.1878,0.6787,0.9974,0.039,0.7294,0.9775,0.5516,0.2979,0.271,3
0.8526,0.1019,0.6891,0.8712,0.6869,0.729,0.8231,0.8023,0.5581,3
0.8166,0.7207,0.8374,0.7507,0.8131,0.8235,0.8586,0.905,0.9419,3
0.3079,0.977,0.7715,0.8686,0.9189,0.938,0.9258,0.8864,0.8634,3
0.4172,0.448,0.5065,0.7546,0.4844,0.4861,0.5247,0.5984,0.6934,3
0.6934,0.4506,0.7697,0.6917,0.67,0.6713,0.7268,0.7966,0.8474,3
0.9133,0.6136,0.657,0.8773,0.8586,0.7793,0.8929,0.9094,0.9263,3
0.7875,0.1093,0.6097,0.732,0.6075,0.5598,0.66,0.6739,0.5121,3
0.8504,0.7537,0.3699,0.6917,0.7572,0.6154,0.7749,0.8391,0.8248,3
0.9653,0.8174,0.9141,0.987,0.9805,0.9744,0.9801,0.9822,0.984,3
0.1973,0.5507,0.2862,0.1136,0.1383,0.1171,0.1271,0.1596,0.3005,3
0.8786,0.4493,0.7572,0.68,0.7819,0.7615,0.8127,0.8482,0.8647,3
0.6227,0.8252,0.6535,0.8036,0.7871,0.7233,0.8343,0.8669,0.9172,3
0.343,0.5941,0.4367,0.3877,0.3296,0.2723,0.3417,0.4371,0.6084,3
0.9471,0.4167,0.6665,0.2732,0.8157,0.7819,0.6869,0.6418,0.6513,3
0.9614,0.497,0.5729,0.8369,0.8781,0.7962,0.8994,0.866,0.8773,3
0.5963,0.2827,0.8833,0.4111,0.6101,0.699,0.549,0.6171,0.6314,3
0.6735,0.6834,0.6925,0.853,0.7745,0.7394,0.8226,0.8673,0.918,3
0.5893,0.9432,0.9683,0.709,0.9076,0.9714,0.931,0.9076,0.9441,3
0.3456,0.0351,0.6075,0.5984,0.2524,0.2771,0.2866,0.3699,0.1986,3
0.68,0.2108,0.7324,0.8222,0.6778,0.699,0.7207,0.7632,0.6826,3
0.4766,0.0828,0.6813,0.5729,0.3742,0.3777,0.3859,0.4805,0.3569,3
0.6054,0.5768,0.634,0.5703,0.562,0.5499,0.6171,0.7116,0.8101,3
0.8339,0.6505,0.6453,0.6609,0.748,0.667,0.7905,0.8456,0.9007,3
0.8699,0.6193,0.9059,0.4206,0.8144,0.8504,0.8426,0.8586,0.8716,3
0.1761,0.4063,0.9297,0.1986,0.4688,0.6969,0.3335,0.2988,0.418,3
0.3842,0.382,0.6921,0.8196,0.5759,0.6487,0.6292,0.6544,0.6964,3
0.3742,0.01,0.7229,0.2754,0.2121,0.2433,0.1904,0.2428,0.0538,3
0.5746,0.4276,0.3135,0.4991,0.3964,0.2689,0.382,0.4796,0.5759,3
0.3695,0.7641,0.4592,0.7901,0.4974,0.5746,0.6821,0.7025,0.7624,3
0.9202,0.3582,0.6496,0.778,0.8131,0.7472,0.8465,0.833,0.8118,3
0.5152,0.5412,0.1908,0.4753,0.3487,0.2355,0.3417,0.4458,0.5208,3
0.4419,0.2398,0.6275,0.8517,0.5937,0.6154,0.582,0.6114,0.5893,3
0.8586,0.0733,0.9722,0.4081,0.7918,0.9276,0.7858,0.6418,0.4016,3
0.2706,0.5976,0.8738,0.2116,0.487,0.631,0.4814,0.4332,0.5681,3
0.4393,0.667,0.2719,0.748,0.4575,0.428,0.5403,0.6145,0.6644,3
0.9584,0.2498,0.5343,0.8998,0.8868,0.7918,0.9098,0.7992,0.7355,3
0.9267,0.7285,0.8907,0.7875,0.8768,0.9037,0.9189,0.9397,0.9588,3
0.8469,0.8959,0.9731,0.9896,0.9814,0.9775,0.9822,0.9796,0.987,3
0.863,0.9488,0.5568,0.7762,0.9072,0.8474,0.8994,0.9241,0.9354,3
0.5598,0.4033,0.771,0.5663,0.5555,0.5746,0.5837,0.6834,0.7559,3
0.8764,0.1457,0.3621,0.5637,0.6175,0.5074,0.5156,0.4623,0.4501,3
0.8942,0.781,0.1904,0.513,0.7524,0.595,0.7255,0.7329,0.644,3
0.7268,0.6956,0.7741,0.4952,0.6999,0.7073,0.7437,0.8135,0.8873,3
0.6232,0.199,0.2476,0.7524,0.4471,0.3348,0.4514,0.418,0.4566,3
0.4172,0.7285,0.2797,0.6648,0.4731,0.4072,0.5169,0.5971,0.6683,3
0.9467,0.9779,0.4007,0.9085,0.948,0.9536,0.9449,0.9701,0.9198,3
0.667,0.3912,0.4558,0.8465,0.6696,0.5898,0.6774,0.6964,0.7424,3
0.0343,0.3036,0.8391,0.5356,0.2897,0.526,0.3899,0.3027,0.2108,3
0.4063,0.6318,0.3899,0.0768,0.2745,0.2316,0.2576,0.2971,0.3734,3
0.8153,0.8435,0.5824,0.82,0.8391,0.7368,0.8656,0.9094,0.9341,3
0.7012,0.0195,0.7875,0.9527,0.853,0.8378,0.8395,0.7827,0.2962,3
0.9805,0.9263,0.1435,0.9688,0.9731,0.9133,0.9692,0.9696,0.7363,3
0.3235,0.997,0.9232,0.7272,0.964,0.9926,0.9584,0.8807,0.8907,3
0.6592,0.8235,0.6075,0.7641,0.7654,0.6969,0.8174,0.8586,0.9098,3
0.9592,0.2134,0.1145,0.9527,0.9089,0.8062,0.9102,0.4675,0.4237,3
0.7069,0.0772,0.4636,0.6375,0.4003,0.3751,0.4757,0.4801,0.3703,3
0.667,0.5624,0.5195,0.4402,0.5182,0.4458,0.5438,0.6262,0.7489,3
0.3712,0.6154,0.2814,0.7298,0.4371,0.379,0.4818,0.5373,0.6323,3
0.6878,0.5356,0.7346,0.6743,0.6609,0.6561,0.7268,0.8031,0.8638,3
0.35,0.2242,0.3018,0.4814,0.2003,0.1414,0.2025,0.2853,0.3734,3
0.5646,0.6193,0.5724,0.1058,0.4228,0.3881,0.4289,0.4631,0.4809,3
0.8109,0.7853,0.6041,0.1219,0.6817,0.6123,0.7229,0.693,0.5789,3
0.6236,0.088,0.8617,0.3582,0.5256,0.6123,0.4605,0.4909,0.3569,3
0.219,0.5143,0.732,0.0811,0.2611,0.3192,0.2849,0.2493,0.3504,3
0.7801,0.4835,0.9549,0.5984,0.7979,0.8964,0.8083,0.8482,0.8916,3
0.6422,0.9909,0.9536,0.2173,0.9488,0.9926,0.9584,0.8443,0.7927,3
0.6973,0.5252,0.6075,0.8062,0.6964,0.6448,0.7502,0.8031,0.8586,3
0.0672,0.6271,0.2333,0.4458,0.1483,0.1917,0.2216,0.2216,0.2502,3
0.8886,0.3768,0.9389,0.5286,0.8278,0.9037,0.8504,0.8309,0.8209,3
0.6882,0.6427,0.5555,0.258,0.5278,0.4709,0.5503,0.6062,0.6817,3
0.6154,0.5906,0.4814,0.5837,0.5325,0.467,0.5668,0.6739,0.771,3
0.8244,0.0863,0.5841,0.7398,0.6431,0.5598,0.6826,0.6639,0.4753,3
0.5182,0.4592,0.9766,0.9037,0.8526,0.9536,0.8942,0.8608,0.866,3
0.4224,0.6448,0.967,0.1336,0.6821,0.8695,0.6097,0.5529,0.5781,3
0.8886,0.4753,0.6891,0.8395,0.8248,0.7706,0.8673,0.8786,0.8938,3
0.6214,0.3426,0.8092,0.082,0.4775,0.5429,0.4584,0.4076,0.353,3
0.8179,0.2897,0.6496,0.7498,0.7069,0.6427,0.7463,0.7793,0.758,3
0.7732,0.3912,0.6522,0.6726,0.6518,0.6093,0.6925,0.7667,0.7892,3
0.3179,0.4818,0.7849,0.6366,0.4939,0.5672,0.5863,0.6245,0.7212,3
0.9102,0.0416,0.7984,0.7125,0.7827,0.7962,0.8057,0.7944,0.3903,3
0.1518,0.3521,0.8543,0.4324,0.4024,0.5412,0.3868,0.3855,0.4367,3
0.8747,0.6587,0.2975,0.1223,0.6323,0.5239,0.5486,0.431,0.4566,3
0.8942,0.2437,0.8439,0.6214,0.7892,0.8105,0.8101,0.8131,0.7424,3
0.1006,0.7997,0.8742,0.1141,0.5082,0.7324,0.5781,0.2853,0.353,3
0.3122,0.0915,0.4753,0.1019,0.1023,0.0807,0.0807,0.1132,0.1427,3
0.7775,0.2931,0.5928,0.8998,0.7918,0.7116,0.7962,0.7892,0.7611,3
0.2086,0.2693,0.2181,0.0507,0.0516,0.0273,0.0386,0.0572,0.1214,3
0.6145,0.5716,0.516,0.6487,0.5564,0.51,0.6097,0.7069,0.791,3
0.7476,0.8135,0.9905,0.2598,0.8478,0.9631,0.866,0.8656,0.8335,3
0.4788,0.768,0.7732,0.2498,0.5802,0.6223,0.6262,0.6318,0.7277,3
0.6977,0.2797,0.6592,0.6366,0.5655,0.552,0.6101,0.6826,0.6912,3
0.9748,0.8968,0.7411,0.8131,0.9406,0.9072,0.948,0.961,0.9618,3
0.2593,0.363,0.6631,0.3625,0.2884,0.2875,0.3088,0.3725,0.4701,3
0.8005,0.0993,0.4757,0.7433,0.5911,0.5004,0.6392,0.5828,0.4662,3
0.17,0.8027,0.4536,0.1986,0.3543,0.3807,0.3083,0.2953,0.4332,3
0.3053,0.513,0.5403,0.5694,0.3617,0.35,0.4289,0.5056,0.644,3
0.6613,0.4657,0.7485,0.6717,0.637,0.6487,0.6964,0.7793,0.8326,3
0.8317,0.4133,0.7238,0.7385,0.7493,0.7233,0.7923,0.8313,0.8495,3
0.9996,0.9662,1,1,0.9996,1,1,1,0.9996,3
0.4341,0.7073,0.9987,0.6899,0.863,0.9861,0.8196,0.8343,0.9007,3
0.9267,0.8807,0.9722,0.9029,0.9232,0.9714,0.9601,0.9748,0.987,3
0.5052,0.144,0.7832,0.2997,0.3985,0.4115,0.3408,0.4068,0.379,3
0.0616,0.3157,0.4267,0.0945,0.0507,0.0624,0.0694,0.0633,0.0971,3
0.3109,0.1188,0.4644,0.5507,0.2125,0.1943,0.2311,0.2979,0.3231,3
0.6995,0.3278,0.4748,0.8083,0.6279,0.5616,0.6661,0.673,0.7129,3
0.8174,0.8426,0.8712,0.2953,0.8296,0.8361,0.8595,0.8695,0.8521,3
0.6197,0.987,0.173,0.7255,0.912,0.9428,0.7402,0.7827,0.6782,3
0.552,0.5048,0.2702,0.3877,0.3448,0.2355,0.3378,0.4297,0.5538,3
0.1106,0.4944,0.7294,0.4345,0.2923,0.3916,0.3894,0.3955,0.435,3
0.5603,0.9328,0.7242,0.7003,0.8647,0.8183,0.8582,0.8625,0.9159,3
0.6531,0.1119,0.2212,0.7936,0.4605,0.3482,0.4679,0.3634,0.343,3
0.3842,0.3244,0.5351,0.4471,0.3166,0.2502,0.3213,0.4237,0.5191,3
0.9202,0.4718,0.4788,0.3365,0.7385,0.6561,0.6062,0.6114,0.6674,3
0.6058,0.2034,0.9814,0.8764,0.8352,0.9588,0.8569,0.833,0.7129,3
0.5369,0.7285,0.4467,0.3491,0.4796,0.4081,0.4822,0.5711,0.6947,3
0.8556,0.1821,0.9033,0.9371,0.8899,0.9037,0.9089,0.9176,0.758,3
0.7173,0.516,0.3916,0.7385,0.6075,0.51,0.6518,0.7199,0.7624,3
0.2108,0.2372,0.5941,0.1353,0.1288,0.1418,0.1331,0.1552,0.2502,3
0.6943,0.0889,0.5945,0.8348,0.6279,0.588,0.6583,0.6539,0.4701,3
0.8547,0.6401,0.0295,0.8708,0.7658,0.588,0.7797,0.784,0.3101,3
0.8786,0.1054,0.2971,0.9805,0.9432,0.8435,0.8569,0.5373,0.425,3
0.2962,0.9935,0.8786,0.8283,0.9536,0.9861,0.9584,0.9033,0.8747,3
0.474,0.3374,0.9748,0.0659,0.624,0.8816,0.4397,0.3634,0.3348,3
0.1483,0.0798,0.7706,0.2875,0.1505,0.2563,0.1483,0.16,0.1899,3
0.8504,0.2845,0.4809,0.314,0.5846,0.5074,0.4566,0.4753,0.5143,3
0.0273,0.1162,0.1583,0.0603,0.003,0.0022,0.0035,0.0052,0.033,3
0.1036,0.2498,0.4245,0.1613,0.0711,0.0646,0.0772,0.0976,0.1427,3
0.7277,0.026,0.9536,0.5915,0.7099,0.8435,0.673,0.729,0.2918,3
0.9775,0.1947,0.8174,0.8153,0.8938,0.9133,0.925,0.8825,0.7428,3
0.6097,0.301,0.4493,0.3118,0.3612,0.2563,0.3213,0.4068,0.4853,3
0.6804,0.9189,0.7984,0.5104,0.8513,0.8183,0.8569,0.8586,0.9146,3
0.0087,0.1101,0.7142,0.2537,0.0451,0.1778,0.0876,0.0529,0.0538,3
0.2741,0.3209,0.7467,0.5598,0.379,0.4562,0.4254,0.4796,0.5373,3
0.5265,0.722,0.9237,0.3365,0.7134,0.8235,0.7177,0.7355,0.804,3
0.5442,0.1119,0.9657,0.6427,0.7073,0.8695,0.6214,0.6826,0.4957,3
0.9588,0.4363,0.1041,0.2563,0.7875,0.7116,0.3773,0.3161,0.3569,3
0.8452,0.1023,0.5199,0.5139,0.5811,0.4905,0.5169,0.5191,0.4237,3
0.2732,0.0447,0.7927,0.5061,0.2979,0.3886,0.2992,0.3322,0.2164,3
0.68,0.6097,0.6665,0.559,0.621,0.5898,0.6743,0.7654,0.8382,3
0.8643,0.3777,0.2771,0.7875,0.7142,0.5672,0.7272,0.6544,0.6561,3
0.2476,0.6522,0.8998,0.2554,0.5317,0.7164,0.5416,0.4848,0.5954,3
0.8912,0.8552,0.1921,0.3369,0.7931,0.6448,0.7467,0.6154,0.611,3
0.8092,0.7437,0.268,0.3859,0.6245,0.4944,0.6292,0.6253,0.6665,3
0.1123,0.4944,0.3187,0.3612,0.144,0.1422,0.1782,0.2255,0.3252,3
0.7892,0.5455,0.5542,0.8118,0.7346,0.6375,0.7884,0.8252,0.866,3
0.6232,0.6618,0.5568,0.4076,0.5343,0.4944,0.562,0.6544,0.765,3
0.3235,0.6977,0.8565,0.3504,0.5516,0.6808,0.5984,0.6106,0.7138,3
0.3547,0.8023,0.8179,0.6509,0.6869,0.7433,0.7671,0.784,0.8508,3
0.1765,0.2602,0.4532,0.6375,0.2259,0.2485,0.2658,0.3075,0.343,3
0.7155,0.0173,0.2905,0.8005,0.4753,0.3777,0.5247,0.3747,0.1535,3
0.814,0.3209,0.0794,0.1839,0.3829,0.2914,0.206,0.1843,0.2108,3
0.8478,0.8899,0.9814,0.6999,0.9059,0.9714,0.9258,0.9419,0.9705,3
0.3864,0.3565,0.4076,0.8595,0.5481,0.546,0.4931,0.51,0.5807,3
0.4215,0.6114,0.8031,0.6414,0.598,0.6487,0.68,0.7316,0.8313,3
0.5312,0.9111,0.2125,0.7979,0.814,0.7164,0.7333,0.752,0.7069,3
0.7368,0.2689,0.7502,0.8994,0.7992,0.7849,0.8226,0.8283,0.771,3
0.3794,0.3179,0.7272,0.6106,0.4384,0.4753,0.4822,0.5611,0.6193,3
0.3413,0.2298,0.9011,0.4172,0.4952,0.6223,0.4029,0.4584,0.4896,3
0.3166,0.0833,0.7212,0.7212,0.3859,0.4818,0.4384,0.4315,0.3322,3
0.9232,0.356,0.5525,0.9176,0.8742,0.7793,0.8981,0.8387,0.8083,3
0.4844,0.1652,0.6921,0.0377,0.2524,0.2567,0.2268,0.157,0.0763,3
0.5108,0.4627,0.9983,0.4722,0.8352,0.9827,0.6691,0.7051,0.7819,3
0.7979,0.7762,0.6036,0.5278,0.7277,0.6375,0.7736,0.8231,0.8825,3
0.7207,0.2628,0.3773,0.559,0.4731,0.3426,0.461,0.4978,0.5598,3
0.1678,0.0919,0.2116,0.5663,0.0941,0.0924,0.0945,0.1188,0.1535,3
0.4801,0.0898,0.0681,0.7671,0.2775,0.232,0.2624,0.1466,0.1427,3
0.8374,0.6288,0.9441,0.5429,0.8257,0.9037,0.85,0.8786,0.9167,3
0.7251,0.6787,0.4519,0.8699,0.6314,0.6631,0.7905,0.8413,0.8617,3
0.8569,0.6119,0.964,0.6817,0.8478,0.9276,0.8807,0.905,0.9371,3
0.9545,0.7316,0.5859,0.745,0.8716,0.7892,0.8903,0.9033,0.9172,3
0.4696,0.7381,0.5065,0.3721,0.477,0.4458,0.4822,0.5807,0.7155,3
0.6973,0.6431,0.4801,0.7975,0.6869,0.5898,0.7355,0.8062,0.85,3
0.4579,0.6431,0.8582,0.67,0.6756,0.7585,0.7346,0.7827,0.8686,3
0.4055,0.1435,0.6002,0.4861,0.3053,0.2611,0.3053,0.4033,0.3868,3
0.7641,0.3317,0.7715,0.5507,0.6492,0.6631,0.6717,0.7398,0.7546,3
0.7992,0.4428,0.9796,0.4744,0.8127,0.9428,0.8109,0.8131,0.8339,3
0.7567,0.5997,0.8647,0.807,0.7736,0.8504,0.8495,0.8938,0.9332,3
0.9198,0.6626,0.0859,0.8378,0.693,0.6401,0.8235,0.8144,0.5113,3
0.9258,0.0841,0.2754,0.1618,0.6193,0.5559,0.196,0.1717,0.1535,3
0.9042,0.9662,0.4679,0.9154,0.9497,0.9133,0.9324,0.9584,0.9345,3
0.1414,0.6106,0.0607,0.5178,0.1492,0.183,0.2025,0.1873,0.2372,3
0.0278,0.7042,0.8781,0.3864,0.4211,0.6969,0.5681,0.4653,0.271,3
0.1127,0.8729,0.2719,0.3807,0.4866,0.4462,0.3044,0.3122,0.379,3
0.8239,0.4657,0.8179,0.9523,0.8942,0.8816,0.9098,0.912,0.9146,3
0.68,0.9111,0.7715,0.5915,0.8456,0.7979,0.8504,0.869,0.9258,3
0.0924,0.32,0.5117,0.1383,0.0937,0.1006,0.0997,0.1145,0.2051,3
0.7467,0.7988,0.6921,0.3912,0.7212,0.6661,0.7628,0.7966,0.8495,3
0.7225,0.1088,0.9289,0.3504,0.6648,0.8062,0.5967,0.552,0.4046,3
0.3569,0.3083,0.1644,0.7897,0.3387,0.3174,0.3166,0.3231,0.3734,3
0.0191,0.4857,0.3816,0.3469,0.0828,0.1418,0.1696,0.1821,0.1214,3
0.9428,0.585,0.9484,0.9354,0.9133,0.9631,0.9527,0.9692,0.9558,3
0.0052,0.7008,0.8422,0.183,0.2246,0.5789,0.4553,0.2376,0.111,3
0.4848,0.3109,0.7307,0.4991,0.4558,0.4788,0.4605,0.5655,0.6236,3
0.8157,0.0798,0.768,0.7281,0.6847,0.6787,0.7233,0.7702,0.4931,3
0.441,0.8283,0.399,0.435,0.5711,0.4874,0.4987,0.5733,0.7147,3
0.5876,0.0828,0.8677,0.6331,0.5889,0.6787,0.5742,0.6548,0.4332,3
0.6028,0.1691,0.6839,0.5785,0.477,0.4562,0.4944,0.5954,0.5074,3
0.8257,0.6492,0.9566,0.7606,0.8478,0.938,0.8764,0.9159,0.9462,3
0.7671,0.0776,0.0147,0.9267,0.7073,0.5533,0.6249,0.1388,0.0763,3
