Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1703	10	10708535	10708852	317	1	asm	14.691429	1.153883	0	124.219605	218.737798	-107.446855	416.214575	4.002911	160.554365	-213.81345	218.08396	-120.216694	330.183114	-630.028025	336.65182	7.931034	1.353406	0.021944	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	7.931034	1.353406	0.021944	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	0	1	0.003145	3	0.009434	0.562893	0.971698	0	7.931034	1.353406	0.021944	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	13.794872	1.813624	0.008547	102.066338	189.368794	-98.566975	405.72038	-10.616412	137.202721	-171.50166	171.69847	-112.68275	276.726443	-464.074535	122.60546
1704	10	10708543	10708863	320	1	asm	14.54	1.296833	0	117.190912	214.291824	-107.446855	416.214575	4.355351	155.767791	-213.81345	218.08396	-112.835561	321.85176	-630.028025	336.65182	7.810559	1.303535	0.031056	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	7.810559	1.303535	0.031056	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	0	1	0.003115	6	0.018692	0.560748	0.968847	0	7.810559	1.303535	0.031056	45.902411	140.037299	-46.927	318.718945	-2.530367	91.392049	-114.78358	109.99473	-48.432778	197.590665	-429.65706	84.783925	14.051282	1.18933	0	136.525811	210.799551	-107.446855	416.214575	-24.964257	155.127296	-213.81345	218.08396	-161.490069	307.37509	-630.028025	336.65182
1705	10	12596202	12596584	382	1	asm	15.531429	1.93827	0	157.756232	191.075691	-21.35494	391.4974	-10.317842	85.796836	-154.3799	136.43447	-168.074074	244.574467	-484.422095	77.67178	0.809117	1.587641	0.974359	116.313672	179.900757	-6.13295	390.624265	-8.266468	70.817013	-82.26791	77.76826	-124.58014	223.123903	-483.246475	11.69696	0.817708	1.537384	0.976562	116.313672	179.900757	-6.13295	390.624265	-8.266468	70.817013	-82.26791	77.76826	-124.58014	223.123903	-483.246475	11.69696	0	30	0.078329	21	0.05483	0.483029	0.775457	0	0.472934	0.75497	1	123.765547	183.083555	-5.1293	390.624265	-15.536217	65.08333	-82.26791	12.3598	-139.301765	222.505363	-483.246475	11.12665	13.618234	3.10982	0.022792	180.590468	207.108464	0	391.4974	-43.640388	85.387608	-154.3799	22.14783	-224.230856	235.320764	-484.422095	5.17992
1706	10	14936348	14936665	317	1	asm	16.642857	1.390056	0	9.619986	100.089657	-137.40383	178.405815	1.743378	90.930243	-110.08815	87.49818	-7.876608	149.750577	-171.569175	120.07721	11.495298	1.361814	0	3.367095	61.334031	-25.28769	36.478155	-3.295371	54.754379	-30.36344	22.9414	-6.662466	90.048729	-50.72659	28.6463	11.495298	1.361814	0	3.367095	61.334031	-25.28769	36.478155	-3.295371	54.754379	-30.36344	22.9414	-6.662466	90.048729	-50.72659	28.6463	1	0	0	1	0.003145	0.562893	0.977987	0	11.495298	1.361814	0	3.367095	61.334031	-25.28769	36.478155	-3.295371	54.754379	-30.36344	22.9414	-6.662466	90.048729	-50.72659	28.6463	18.193732	1.080775	0	10.0031	103.001966	-137.40383	178.405815	-1.588915	93.307801	-110.08815	57.3466	-11.592015	152.348047	-171.569175	120.07721
1707	10	18503075	18503589	514	1	yes	9.588571	1.404816	0.011429	340.251437	193.785522	32.71065	439.023115	51.848395	192.958271	-160.81698	183.78466	-288.403043	306.353992	-583.949275	116.06739	0.584046	0.816387	1	177.262806	222.288315	-4.059175	410.747035	21.455409	138.069509	-59.40477	118.01618	-155.807397	258.745706	-547.06341	11.788225	0.850775	0.925905	1	128.061676	204.639887	-4.67758	410.747035	15.202925	117.163312	-59.40477	118.01618	-112.858751	229.873103	-547.06341	11.788225	0	16	0.031068	12	0.023301	0.448544	0.605825	0	0.831909	0.889755	1	134.285377	205.581123	-4.059175	410.747035	13.250693	118.83198	-59.40477	118.01618	-121.034684	229.757292	-547.06341	10.321845	13.521368	4.596766	0.011396	148.396549	229.490472	-47.54806	410.747035	25.72288	166.97866	-105.67067	183.78466	-122.673668	288.832909	-547.06341	61.916715
1708	10	19504645	19504784	139	1	asm	15.465714	2.089055	0	27.825557	113.410626	-81.00686	123.46831	-22.819955	80.41275	-101.37588	16.64449	-50.645512	168.992437	-199.500695	18.734955	10.503546	1.709737	0	58.11844	189.43432	-200.662545	413.53047	-63.557607	126.975961	-219.91642	87.03796	-121.676047	273.547424	-633.44689	168.04482	10.503546	1.709737	0	58.11844	189.43432	-200.662545	413.53047	-63.557607	126.975961	-219.91642	87.03796	-121.676047	273.547424	-633.44689	168.04482	1	0	0	0	0	0.085714	0	0.75	10.503546	1.709737	0	58.11844	189.43432	-200.662545	413.53047	-63.557607	126.975961	-219.91642	87.03796	-121.676047	273.547424	-633.44689	168.04482	24.535613	2.202145	0	23.159799	125.159752	-82.230065	150.62504	-36.582162	93.621565	-145.3018	26.31146	-59.74196	188.398376	-209.19943	87.407655
1709	10	19996583	19998224	1641	2	yes	10.208571	0.963182	0	72.135855	396.38286	-133.958635	109.587765	10.625011	108.837497	-89.93456	184.47135	-61.510845	465.602054	-171.887555	260.373575	9.296296	0.902671	0	35.577581	287.838499	-111.06504	55.698815	6.898321	80.170019	-88.20024	136.37761	-28.67926	336.37621	-84.188905	224.470745	11.144857	1.970168	0	7.276443	165.271393	-69.975115	17.108395	5.904567	70.508684	-54.90811	64.77733	-1.371877	200.740954	-24.366365	90.197185	1	0	0	7	0.004263	0.410475	0.667479	0.025579	12.706553	1.263527	0	28.244673	261.490692	-75.70258	18.906205	12.672711	98.52474	-55.34693	87.20393	-15.571962	310.750533	-44.790685	112.73196	14.792023	0.864899	0	40.006198	311.565699	-88.093135	17.108395	14.890632	115.768458	-62.45153	87.20393	-25.115566	369.954223	-45.93154	204.169245
1710	10	19996749	19997960	1211	2	yes	9.322857	1.013543	0	38.538021	282.577027	-111.06504	71.15684	4.614786	80.047273	-88.20024	136.37761	-33.923235	331.016966	-159.35708	224.470745	9.350427	0.759506	0	36.444764	299.925757	-111.06504	23.789845	15.032107	83.675787	-88.20024	136.37761	-21.412657	351.611939	-66.751385	224.470745	11.037923	1.824443	0	8.094458	180.711519	-75.70258	10.310585	8.771654	76.478473	-54.90811	70.21061	0.677196	219.486842	-16.509595	107.410265	1	0	0	2	0.00165	0.414191	0.636139	0.034653	11.911681	0.709652	0	15.966366	207.465025	-75.70258	10.310585	11.774921	82.054188	-54.90811	87.20393	-4.191445	248.720272	-17.829215	112.73196	13.390313	1.317494	0	33.693042	286.098387	-88.093135	21.563765	16.357422	107.422788	-62.45153	93.96888	-17.335621	340.354479	-45.93154	204.169245
1711	10	20667245	20667565	320	1	asm	23.357143	3.09096	0	50.570203	178.979134	-137.94481	283.385355	7.618281	220.976068	-140.08804	186.70765	-42.951922	326.949278	-353.59887	271.20647	11.658385	1.738713	0	22.911287	119.579178	-72.230175	137.260255	-5.079635	139.489316	-100.59518	76.59094	-27.990921	207.709625	-101.527565	56.82023	11.658385	1.738713	0	22.911287	119.579178	-72.230175	137.260255	-5.079635	139.489316	-100.59518	76.59094	-27.990921	207.709625	-101.527565	56.82023	1	0	0	1	0.003115	0.551402	1	0	11.658385	1.738713	0	22.911287	119.579178	-72.230175	137.260255	-5.079635	139.489316	-100.59518	76.59094	-27.990921	207.709625	-101.527565	56.82023	14.364672	1.295401	0	45.427622	140.452263	-72.230175	280.88176	-8.926619	167.261712	-102.73671	97.40064	-54.354241	255.186781	-290.589885	136.465225
1712	10	23635492	23635621	129	1	asm	18.702857	2.712117	0	16.220357	72.608807	-70.52251	104.28271	11.746502	148.705223	-180.75257	164.30386	-4.473855	173.792222	-301.92003	210.03331	15.816794	2.30318	0	18.665769	67.578743	-64.1574	93.20473	3.984147	136.462542	-180.75257	162.76739	-14.681622	157.824797	-301.92003	173.931755	15.816794	2.30318	0	18.665769	67.578743	-64.1574	93.20473	3.984147	136.462542	-180.75257	162.76739	-14.681622	157.824797	-301.92003	173.931755	1	0	0	0	0	0.415385	0.038462	0	15.816794	2.30318	0	18.665769	67.578743	-64.1574	93.20473	3.984147	136.462542	-180.75257	162.76739	-14.681622	157.824797	-301.92003	173.931755	29.350427	1.863865	0	10.085703	51.44847	-41.81584	76.917265	4.527547	105.233699	-81.68593	160.06278	-5.558156	123.209555	-115.32377	147.660035
1713	10	24376837	24378441	1604	2	yes	18.234286	1.35713	0	145.681302	492.331755	-131.980425	1491.119785	3.789358	97.975548	-83.04106	110.3006	-141.891944	507.062835	-1299.41604	128.936975	10.541311	0.787675	0	231.436577	587.707574	-88.530475	1503.074875	-7.910506	119.315712	-151.83925	205.62488	-239.347083	599.375113	-1501.509295	123.62726	8.539228	1.603157	0.009963	24.35822	222.687378	-30.915165	21.4755	3.845245	58.028701	-41.83843	61.9767	-20.512976	232.550021	-57.7685	82.43936	0	0	0	0	0	0.398754	0.74891	0.037383	6.846154	0.579883	0.025641	37.37925	263.420126	-31.470745	21.970025	5.351029	55.568422	-42.24385	64.08608	-32.028221	268.353702	-58.16672	87.379565	13.695157	1.183677	0	48.257894	285.438994	-30.915165	22.80157	-6.539835	46.201195	-49.36458	52.06251	-54.797729	285.689564	-66.337505	61.487795
1714	10	25035186	25035282	96	0	asm	18.651429	1.247891	0	-8.66373	52.856777	-58.492535	6.95266	27.107755	125.049539	-32.55765	153.00456	35.771485	161.495945	-26.133175	166.138545	13	1.77613	0	-6.63544	66.776233	-58.492535	1.319765	27.042916	146.510962	-135.73432	249.81589	33.678356	189.622761	-124.51244	291.425005	13	1.77613	0	-6.63544	66.776233	-58.492535	1.319765	27.042916	146.510962	-135.73432	249.81589	33.678356	189.622761	-124.51244	291.425005	1	0	0	0	0	0.484536	0.989691	0	13	1.77613	0	-6.63544	66.776233	-58.492535	1.319765	27.042916	146.510962	-135.73432	249.81589	33.678356	189.622761	-124.51244	291.425005	12.509972	1.401749	0	-11.382114	73.794675	-58.492535	1.08926	28.709744	160.680113	-135.73432	249.81589	40.091858	206.151007	-124.51244	291.425005
1715	10	26354755	26355073	318	1	asm	24.945714	2.014253	0	157.005458	152.883528	-4.370535	311.977435	-2.199294	103.555503	-93.11769	65.96334	-159.204752	195.163421	-403.23734	11.6856	1.59375	2.326882	0.953125	128.338206	148.001593	-3.802345	298.037495	-1.634959	92.326585	-59.05632	56.84576	-129.973165	184.564385	-357.461395	4.631025	1.59375	2.326882	0.953125	128.338206	148.001593	-3.802345	298.037495	-1.634959	92.326585	-59.05632	56.84576	-129.973165	184.564385	-357.461395	4.631025	0	3	0.009404	21	0.065831	0.567398	1	0	1.59375	2.326882	0.953125	128.338206	148.001593	-3.802345	298.037495	-1.634959	92.326585	-59.05632	56.84576	-129.973165	184.564385	-357.461395	4.631025	25.606838	3.128552	0.002849	170.907307	148.195824	0	311.977435	0.441123	107.323946	-93.11769	65.96334	-170.466184	197.597918	-403.23734	14.20264
1716	10	27945178	27945229	51	0	asm	17.454286	1.809533	0	22.105568	81.448312	-24.834975	103.28072	-16.413583	71.230245	-75.85065	20.70814	-38.519151	136.689995	-160.074535	31.5284	9.207547	2.755125	0.09434	48.828591	106.65768	-39.524835	104.47196	-39.880126	89.147068	-119.42557	13.98968	-88.708716	172.818627	-217.875425	23.84556	9.207547	2.755125	0.09434	48.828591	106.65768	-39.524835	104.47196	-39.880126	89.147068	-119.42557	13.98968	-88.708716	172.818627	-217.875425	23.84556	1	0	0	1	0.019231	0.230769	1	0	9.207547	2.755125	0.09434	48.828591	106.65768	-39.524835	104.47196	-39.880126	89.147068	-119.42557	13.98968	-88.708716	172.818627	-217.875425	23.84556	15.94302	1.82902	0.002849	56.306002	112.958027	-39.524835	142.024775	-45.977083	94.486643	-119.42557	27.2552	-102.283085	182.222154	-217.875425	31.106455
1717	10	29712145	29712720	575	1	asm	9.477143	1.441622	0	215.578928	287.647285	-56.503485	686.343765	42.804156	189.886201	-89.11579	263.95666	-172.774773	392.980056	-772.34634	201.051195	2.928775	1.944383	0.860399	47.673931	161.781665	-8.03639	94.048	9.346179	90.449281	-22.1279	19.74556	-38.327752	196.469986	-150.576	12.66902	2.915078	1.59798	0.911612	47.140847	160.89088	-8.03639	94.048	9.198926	89.91953	-22.1279	19.74556	-37.941921	195.329413	-150.576	12.66902	0	0	0	2	0.003472	0.387153	0.928819	0.048611	2.760684	0.744307	0.994302	116.48607	235.437194	-8.49176	524.83265	16.964915	138.487279	-56.528	51.88622	-99.521155	293.860328	-535.472305	22.653745	13.316239	1.72204	0.002849	255.048755	296.899216	-35.335805	686.343765	42.68557	205.087837	-89.11579	263.95666	-212.363185	412.611008	-772.34634	19.77126
1718	10	29742243	29742966	723	1	asm	28.937143	1.826749	0	104.760514	288.010503	-82.710985	616.491865	47.19535	193.60469	-116.85842	182.01037	-57.565163	371.396838	-697.676165	193.103695	19.920228	2.858454	0	145.889318	335.057292	-82.710985	632.873795	49.044823	226.831571	-143.93239	193.04491	-96.844495	432.417812	-729.70556	218.812165	16.542069	3.9377	0	143.352831	300.404234	-81.940495	622.8384	35.8854	195.062369	-116.85842	182.01037	-107.467431	377.175876	-697.676165	193.103695	1	1	0.001381	0	0	0.433702	0.316298	0	13.37037	1.298188	0	200.281876	320.613922	-81.940495	632.873795	50.772927	217.630509	-143.93239	193.04491	-149.508949	419.160121	-729.70556	193.103695	25.079772	1.710277	0	158.184988	304.306419	-80.49331	622.8384	49.39347	201.143694	-116.85842	193.04491	-108.791517	392.177027	-697.676165	193.103695
1719	10	29883209	29883264	55	0	asm	18.585714	1.371976	0	-6.158473	78.853205	-78.788855	57.89005	-10.515517	104.893534	-155.2892	161.2508	-4.357044	147.654389	-219.29153	222.14338	11.035088	2.227786	0	-6.538024	85.668673	-78.788855	57.89005	-12.129558	113.886112	-155.2892	161.2508	-5.591534	160.343958	-219.29153	222.14338	11.035088	2.227786	0	-6.538024	85.668673	-78.788855	57.89005	-12.129558	113.886112	-155.2892	161.2508	-5.591534	160.343958	-219.29153	222.14338	1	0	0	8	0.142857	0.446429	0.053571	0	11.035088	2.227786	0	-6.538024	85.668673	-78.788855	57.89005	-12.129558	113.886112	-155.2892	161.2508	-5.591534	160.343958	-219.29153	222.14338	18.977208	1.3329	0	-6.71971	68.931707	-65.77558	49.565755	-1.544472	100.547725	-119.38234	161.2508	5.175239	137.808015	-86.505615	222.14338
1720	10	31246747	31251769	5022	2	yes	26.331429	4.363023	0	-33.666051	51.28714	-121.748925	22.214135	30.176393	140.230074	-52.00087	212.42763	63.842444	174.546184	-84.59641	337.358835	22.387464	2.488433	0	-32.285626	48.459568	-124.931205	13.317	14.100636	113.164344	-64.58361	89.99587	46.386262	146.494741	-84.59641	163.571915	12.674164	6.228345	0.160828	-9.28403	34.89443	-51.51322	19.43745	1.962691	81.338441	-53.69098	43.63292	11.246721	97.872031	-46.70019	95.14614	1	4	0.000796	1	0.000199	0.367111	0.651404	0.024288	17.683761	1.00839	0	-12.293314	53.446227	-73.89216	54.021235	0.566097	152.880169	-135.27421	279.99951	12.859412	161.66681	-189.295445	301.754295	19.125356	1.111607	0	-4.432317	42.209272	-61.31667	46.26612	1.97643	109.412553	-121.21208	147.68962	6.408747	118.814095	-144.90636	180.53899
1721	10	31443350	31444864	1514	2	yes	21.722857	1.765733	0	24.362469	197.070886	-39.166355	61.587545	-18.699999	70.59275	-78.05681	16.18009	-43.062468	218.025289	-101.350105	26.85155	20.464387	1.172671	0	23.300494	195.430665	-39.166355	61.587545	-23.621173	68.689216	-95.27774	10.51002	-46.921667	212.308739	-92.007145	24.293905	13.529683	5.09304	0.001319	19.221224	172.561603	-20.922465	36.02931	-18.584672	61.350728	-69.56683	6.55917	-37.805897	188.058305	-80.33083	14.58704	1	0	0	1	0.00066	0.452805	0.583498	0	8.669516	0.579812	0.002849	77.723916	345.476823	-135.433585	259.663085	-51.657698	106.428943	-236.78369	59.35442	-129.381615	361.079747	-551.216395	32.766875	16.863248	1.641807	0	27.824712	255.155298	-118.75545	75.158165	-15.976061	109.925061	-132.4713	135.58491	-43.800773	286.099127	-92.007145	119.937745
1722	10	32257880	32260612	2732	2	asm	10.274286	1.869426	0.002857	211.547446	643.938499	-166.450175	385.023115	31.157326	210.708133	-166.77326	494.7631	-180.390119	720.649971	-607.643005	490.862675	0.196581	0.918751	0.991453	98.110032	227.746288	-18.248535	309.13494	71.805701	121.669292	-23.74882	237.48042	-26.30433	274.245866	-249.156665	191.706245	1.512802	1.446326	0.998903	69.551958	174.224015	-15.22033	214.782435	44.312098	99.654208	-31.73144	152.89176	-25.239861	207.427714	-190.078065	112.35216	0	11	0.004025	15	0.005488	0.672521	0	0.082693	1.589744	0.746273	1	90.818607	224.727168	-14.988055	300.21336	40.952415	103.569325	-41.18134	160.96448	-49.866191	252.069933	-210.15966	93.356075	10.817664	1.578725	0.022792	135.030344	443.231301	-50.02345	318.34808	10.129643	66.920971	-56.20703	135.72112	-124.900701	451.129074	-225.236955	75.120275
1723	10	32705726	32706064	338	1	asm	11.922857	3.194245	0.037143	128.191151	206.52633	-17.594405	442.079525	4.247081	81.284593	-105.77717	93.80242	-123.94407	204.134129	-574.438675	36.072075	0.670588	0.985299	1	30.026	117.596121	-9.01272	12.796925	1.436925	37.964676	-15.18601	15.80014	-28.589075	115.753537	-21.068545	16.22797	0.670588	0.985299	1	30.026	117.596121	-9.01272	12.796925	1.436925	37.964676	-15.18601	15.80014	-28.589075	115.753537	-21.068545	16.22797	0	2	0.0059	19	0.056047	0.528024	0.911504	0.053097	0.670588	0.985299	1	30.026	117.596121	-9.01272	12.796925	1.436925	37.964676	-15.18601	15.80014	-28.589075	115.753537	-21.068545	16.22797	7.319088	1.44248	0.108262	131.563161	211.789575	-6.72492	442.079525	28.845582	88.551753	-84.7983	229.75805	-102.71758	229.559008	-574.438675	26.85185
1724	10	33492640	33492929	289	1	asm	22.328571	2.29064	0	158.88984	154.549411	-72.19644	315.546065	14.162262	159.927857	-164.63787	211.27388	-144.727578	282.902854	-499.699655	246.35477	1.725086	2.311893	0.95189	73.489812	125.475777	-9.798695	283.081405	-4.210701	95.620193	-69.43187	54.87921	-77.700514	182.140349	-368.786235	6.59303	1.725086	2.311893	0.95189	73.489812	125.475777	-9.798695	283.081405	-4.210701	95.620193	-69.43187	54.87921	-77.700514	182.140349	-368.786235	6.59303	0	9	0.031034	6	0.02069	0.541379	0.962069	0	1.725086	2.311893	0.95189	73.489812	125.475777	-9.798695	283.081405	-4.210701	95.620193	-69.43187	54.87921	-77.700514	182.140349	-368.786235	6.59303	21.957265	3.027662	0.002849	139.55689	148.577431	-17.640085	315.546065	-7.288119	131.588328	-164.63787	81.93374	-146.84501	232.290037	-499.699655	132.818155
1725	10	42356725	42369289	12564	3	yes	122.942857	18.376581	0	63.714646	116.597362	-5.977215	172.145005	94.82818	129.743898	-4.36735	255.83164	31.113534	159.709968	-99.75192	188.95379	118.518519	6.953238	0	63.691194	119.81792	-5.977215	213.647715	101.822681	150.834905	-4.51947	284.49818	38.131487	180.193054	-100.36583	201.4673	155.12884	71.708483	0	24.155618	49.270457	-7.175755	72.461785	73.836206	111.274058	-2.96345	198.10259	49.680588	110.562056	-29.39561	169.20617	2	0	0	724	0.05762	0.407561	0	0.947075	116.196581	11.24245	0	43.899457	64.565495	-6.474395	136.52671	125.942949	138.026063	0.38261	298.46869	82.043492	122.435466	-28.442205	255.25422	97.287749	9.620504	0	45.560964	70.378063	-7.86882	141.891715	132.230335	145.860209	0	308.9956	86.669371	128.342056	-28.430995	255.25422
1726	10	42357917	42358472	555	1	yes	84.74	7.614144	0	72.469973	122.811114	-6.09833	268.40272	174.688586	328.207408	-2.56194	419.81741	102.218613	343.258308	-95.626575	346.7731	82.364672	10.968178	0	52.569921	103.137485	-5.77591	145.61763	159.679696	299.77394	-3.35589	392.47097	107.109775	302.433651	-42.096485	284.640695	93.64632	18.159927	0	42.671128	89.941569	-7.01637	103.26612	133.805728	258.622791	-2.56194	311.22723	91.134601	257.5109	-36.355005	253.17915	2	0	0	26	0.046763	0.422662	0	0.969424	104	14.620534	0	41.151275	85.724652	-7.34786	101.309035	138.200979	273.905161	-3.45381	359.06164	97.049704	271.218479	-34.107845	253.17915	123.19943	10.062099	0	35.48352	70.096405	-8.43712	97.78332	140.753979	262.954374	-1.02558	345.03139	105.270459	253.868088	-24.42094	255.24025
1727	10	42358269	42359237	968	1	yes	82.6	11.100479	0	52.210673	102.433412	-5.77591	145.61763	157.738319	297.514274	-3.45381	392.47097	105.527645	299.945575	-42.096485	284.640695	116.504274	11.173661	0	35.672215	70.01881	-7.50271	95.91483	130.473533	257.267956	-1.40504	309.8387	94.801318	248.8532	-28.69082	251.905355	121.957732	11.015294	0	27.828543	57.549725	-7.716735	78.51388	104.93745	202.567489	-1.74051	259.31179	77.108907	194.096077	-24.99125	201.983035	2	0	0	50	0.0516	0.413829	0	0.961816	125.683761	10.17699	0	32.067196	59.355273	-8.627475	90.68156	136.040202	243.768623	-1.02558	317.16586	103.973006	235.07518	-20.33973	261.84817	158.723647	12.793547	0	29.625048	56.189411	-7.590975	82.234155	115.212723	227.054652	-0.3724	273.66138	85.587675	218.714428	-22.95195	229.218835
1728	10	42370307	42379456	9149	2	yes	153.457143	20.489067	0	41.709218	61.462178	-5.775025	124.241455	110.689512	133.095512	-0.86591	269.38098	68.980294	126.758243	-37.355005	226.09963	179.179487	17.752078	0	41.544832	59.542944	-5.946135	117.460125	110.09909	132.191852	0	275.50133	68.554257	127.670048	-40.327065	227.862525	170.942301	70.146491	0	25.520756	46.546913	-6.58832	76.547395	74.982288	109.891321	-2.81361	202.15136	49.461532	105.243673	-31.79475	167.348095	2	0	0	591	0.06459	0.406011	0	0.946995	288.843305	29.160462	0	42.920182	63.515242	-6.58832	126.60126	131.201156	156.11775	0.81399	332.81904	88.280974	150.59349	-31.991635	279.87258	246.042735	21.966621	0	42.88876	63.2039	-6.079195	123.769825	135.06712	163.130374	1.63743	347.50209	92.178359	154.751685	-31.991635	283.94596
1729	10	42374406	42375989	1583	2	yes	100.437143	17.9632	0	30.097675	55.85461	-8.46809	99.87269	114.24251	166.461929	-1.48015	282.86113	84.144836	157.794074	-29.82791	239.500075	150.433048	33.012992	0	28.869999	53.956153	-8.685765	99.489215	97.4014	141.511663	-0.85608	248.81513	68.5314	133.238819	-31.2358	204.26819	163.926183	37.340286	0	26.861049	48.495364	-7.175755	86.831545	77.77723	119.390059	-2.97051	201.44865	50.916181	113.028734	-34.3144	165.48388	2	0	0	90	0.056818	0.409722	0	0.955177	204.849003	25.623817	0	38.594716	57.808142	-5.709435	114.374405	97.478539	132.645022	-2.48683	251.56031	58.883823	123.807186	-41.899985	199.88302	142.754986	26.15836	0	40.024721	61.035178	-5.709435	116.06758	110.638987	142.947839	-0.85608	274.0145	70.614267	133.055979	-44.03055	219.17654
1730	10	42380309	42382751	2442	2	yes	187.408571	18.966459	0	34.246423	59.466933	-8.38248	114.991925	126.739627	164.195796	0	358.14229	92.493204	157.331456	-33.341035	288.357765	129.763533	13.994016	0	36.263954	65.607735	-10.428825	125.957415	127.480388	170.373382	-1.12073	371.12969	91.216434	164.829913	-35.118285	285.56601	121.74018	23.141081	0	26.079333	64.502613	-7.931645	82.99093	81.425312	127.137679	-3.0126	218.39005	55.345979	123.606411	-27.82791	176.929765	2	0	0	183	0.074908	0.405649	0	0.930413	130.809117	15.866606	0	38.263996	97.091326	-5.126535	109.593075	94.349527	140.991459	-2.35274	231.36762	56.085531	144.747397	-36.17378	183.541215	91.415954	28.470399	0	34.732159	99.43173	-5.689415	102.01294	88.186376	149.649584	-3.07826	224.31217	53.454217	152.255213	-35.38164	183.541215
1731	10	44675233	44675325	92	0	asm	20.68	1.801114	0	12.647504	137.20473	-93.829335	104.44464	13.049133	133.852264	-124.4045	158.38565	0.401629	221.131244	-171.12635	248.83159	11.829787	2.153458	0	33.032125	142.459435	-93.829335	133.418315	-7.630783	100.214429	-137.96709	158.38565	-40.662908	195.318177	-204.7335	248.83159	11.829787	2.153458	0	33.032125	142.459435	-93.829335	133.418315	-7.630783	100.214429	-137.96709	158.38565	-40.662908	195.318177	-204.7335	248.83159	1	0	0	2	0.021505	0.387097	1	0	11.829787	2.153458	0	33.032125	142.459435	-93.829335	133.418315	-7.630783	100.214429	-137.96709	158.38565	-40.662908	195.318177	-204.7335	248.83159	24.042735	2.354545	0	41.915992	141.934364	-61.40925	145.6705	-11.065309	97.553872	-137.96709	158.38565	-52.981301	193.434925	-271.385405	248.83159
1732	10	46705195	46726024	20829	3	yes	7.948571	1.32106	0.011429	28.370274	106.679341	-84.457475	142.87877	-4.871152	131.214055	-123.02846	133.92717	-33.241426	189.136694	-218.18899	155.548425	6.826211	0.910885	0.05698	53.145059	153.680205	-84.457475	338.742725	13.578338	184.837062	-106.68278	139.9156	-39.566721	228.828499	-413.897075	160.357765	2.493992	1.575815	0.945579	2.141921	84.742504	-58.053535	47.135715	19.742984	144.662281	-59.79645	91.62282	17.601062	178.800316	-80.974135	126.06048	0	76	0.003649	66	0.003169	0.429765	0.548632	0.008593	0.95572	0.206098	1	22.977503	179.279796	-89.211815	229.813845	43.229458	209.045125	-87.4858	237.50703	20.251955	294.359364	-221.66658	224.057485	1.025641	0.38829	1	34.797332	189.747565	-82.680015	273.47384	35.421171	211.729748	-101.53028	214.29919	0.623839	307.259566	-260.06617	206.1575
